sample	stable_mse	final_mse	gain	mapping_gate	shape_gate	scale_gate	shift_gate	pattern_entropy
2305	0.4554436207	0.4554436207	0	0	0.8690901995	0.7784284949	0.5910968184	0
2306	0.4253911376	0.4253911376	0	0	0.8770452142	0.7883808613	0.6096886396	0
2307	0.3989326954	0.3989326954	0	0	0.8914293647	0.8023664355	0.6413629055	0
2308	0.3971837461	0.3971837461	0	0	0.8580797911	0.7636759877	0.5822758675	0
2309	0.4229786396	0.4229786396	0	0	0.8668817878	0.7702747583	0.5984927416	0
2310	0.526533246	0.526533246	0	0	0.8793632984	0.791170001	0.6207354665	0
2311	0.477864325	0.477864325	0	0	0.8937542439	0.8073331714	0.646461606	0
2312	0.4393633902	0.4393633902	0	0	0.875069201	0.7809141874	0.5969241261	0
2313	0.3844117522	0.3844117522	0	0	0.8862242699	0.7987264991	0.6202074289	0
2314	0.3423274159	0.3423274159	0	0	0.8678561449	0.7699673772	0.5836260915	0
2315	0.3632228673	0.3632228673	0	0	0.8914602399	0.8022516966	0.6374441385	0
2316	0.3675875068	0.3675875068	0	0	0.8641420007	0.771745801	0.5845473409	0
2317	0.4672533572	0.4672533572	0	0	0.8668586016	0.7767702937	0.6028469801	0
2318	0.5602154732	0.5602154732	0	0	0.8710743785	0.7833142877	0.6036708951	0
2319	0.5809968114	0.5809968114	0	0	0.8814427257	0.7939872742	0.6146677732	0
2320	0.5720145702	0.5720145702	0	0	0.8529501557	0.7511575222	0.5547231436	0
2321	0.5284858942	0.5284858942	0	0	0.8742322326	0.7810880542	0.5953650475	0
2322	0.4626640975	0.4626640975	0	0	0.8657870293	0.7641665339	0.5770902634	0
2323	0.482447952	0.482447952	0	0	0.8771300316	0.7792422771	0.6031786203	0
2324	0.5128595233	0.5128595233	0	0	0.8580068946	0.7643849254	0.5755174756	0
2325	0.5738754272	0.5738754272	0	0	0.8673704863	0.7740336657	0.5903462768	0
2326	0.7093166113	0.7093166113	0	0	0.8778848052	0.7901571989	0.6148323417	0
2327	0.5944001079	0.5944001079	0	0	0.8924313784	0.8057233095	0.638617456	0
2328	0.5869162083	0.5869162083	0	0	0.8756601214	0.783051908	0.5981024504	0
2329	0.5936117768	0.5936117768	0	0	0.8844212294	0.7887880206	0.6146882176	0
2330	0.5952257514	0.5952257514	0	0	0.8781570196	0.7806410193	0.6040492058	0
2331	0.5982095599	0.5982095599	0	0	0.8918678761	0.7965778112	0.639508605	0
2332	0.6507710218	0.6507710218	0	0	0.8683036566	0.7700778246	0.593786478	0
2333	0.7086863518	0.7086863518	0	0	0.8818989992	0.7871926427	0.6241903901	0
2334	0.8211182952	0.8211182952	0	0	0.879368484	0.7878128886	0.620482564	0
2335	0.6798110008	0.6798110008	0	0	0.8987702131	0.8066471815	0.6549602747	0
2336	0.6239338517	0.6239338517	0	0	0.8772038817	0.7763075233	0.5985819697	0
2337	0.6413452625	0.6413452625	0	0	0.8893606067	0.7966811061	0.627448082	0
2338	0.5971926451	0.5971926451	0	0	0.8753088117	0.7745274305	0.5966109633	0
2339	0.6483975649	0.6483975649	0	0	0.8896737695	0.793343246	0.6336440444	0
2340	0.7035483122	0.7035483122	0	0	0.8720484972	0.7735486031	0.5977805257	0
2341	0.8597036004	0.8597036004	0	0	0.8791408539	0.7833946943	0.6203356981	0
2342	0.8831902742	0.8831902742	0	0	0.8823984861	0.7886360884	0.6256886125	0
2343	0.8197312951	0.8197312951	0	0	0.8859747052	0.7879450917	0.6273325682	0
2344	0.7502819896	0.7502819896	0	0	0.8777190447	0.7727831602	0.599129796	0
2345	0.7957772613	0.7957772613	0	0	0.8899806142	0.7941800356	0.6300866008	0
2346	0.7589745522	0.7589745522	0	0	0.877835393	0.7758616209	0.6051681638	0
2347	0.7656486034	0.7656486034	0	0	0.8865160942	0.7856318951	0.6287614107	0
2348	0.7800974846	0.7800974846	0	0	0.8652709126	0.7610121369	0.5861529112	0
2349	0.8714677691	0.8714677691	0	0	0.8724522591	0.7716057897	0.6076582074	0
2350	1.010130644	1.010130644	0	0	0.8694865704	0.779763341	0.6029517055	0
2351	0.8034883142	0.8034883142	0	0	0.8663515449	0.7711433172	0.5853672624	0
2352	0.7867289186	0.7867289186	0	0	0.8536629677	0.7518844604	0.5587009192	0
2353	0.8672832251	0.8672832251	0	0	0.8696094751	0.7715121508	0.5867046714	0
2354	0.8296954036	0.8296954036	0	0	0.8619928956	0.761443615	0.5750700235	0
2355	0.8367190361	0.8367190361	0	0	0.869569242	0.766571939	0.5935711265	0
2356	0.8921567798	0.8921567798	0	0	0.8475631475	0.7414597273	0.5583508611	0
2357	0.8949061632	0.8949061632	0	0	0.8493813872	0.7454336882	0.5661715865	0
2358	1.165805221	1.165805221	0	0	0.8543416858	0.7633454204	0.5804157257	0
